City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,Nalut,30.3333,10.85,56.07,33,0,12.03,LY,2022-01-30 15:22:00
277,Amapa,1.0,-52.0,83.03,66,89,4.65,BR,2022-01-30 15:22:00
278,Rundu,-17.9333,19.7667,70.63,81,100,5.37,NA,2022-01-30 15:22:00
279,Pristol,44.2247,22.7092,44.58,66,40,21.88,RO,2022-01-30 15:22:01
280,Iralaya,15.0,-83.2333,78.89,72,92,17.31,HN,2022-01-30 15:18:14
281,Savannah Bight,16.45,-85.85,72.0,68,100,22.53,HN,2022-01-30 15:22:02
282,Kiunga,-6.1219,141.2906,72.25,98,100,0.49,PG,2022-01-30 15:22:03
283,Venice,27.0998,-82.4543,49.08,31,0,12.66,US,2022-01-30 15:19:10
284,Broken Hill,-31.95,141.4333,83.16,52,89,4.79,AU,2022-01-30 15:22:04
285,Dwarka,22.2394,68.9678,70.86,69,0,9.08,IN,2022-01-30 15:22:04
286,Los Llanos De Aridane,28.6585,-17.9182,65.95,76,20,4.0,ES,2022-01-30 15:22:05
287,Saratov,51.5667,46.0333,31.82,77,88,1.99,RU,2022-01-30 15:22:06
288,Puerto Madero,14.7208,-92.4215,82.6,54,20,2.3,MX,2022-01-30 15:22:06
289,La Asuncion,11.0333,-63.8628,78.53,83,67,12.66,VE,2022-01-30 15:22:07
290,Kavieng,-2.5744,150.7967,81.1,76,89,3.33,PG,2022-01-30 15:22:07
291,Wenatchee,47.4235,-120.3103,28.8,82,100,0.0,US,2022-01-30 15:22:08
292,Nangomba,-10.9,38.5,77.38,87,90,2.28,TZ,2022-01-30 15:22:08
293,Portoferraio,42.8115,10.3146,59.11,81,100,1.14,IT,2022-01-30 15:22:09
294,Yima,34.7381,111.8839,31.66,85,10,7.7,CN,2022-01-30 15:22:09
295,Constitucion,-35.3333,-72.4167,68.23,64,1,10.65,CL,2022-01-30 15:22:10
296,Marienburg,54.0359,19.0266,41.11,73,100,25.99,PL,2022-01-30 15:22:10
297,Kudahuvadhoo,2.6708,72.8944,82.38,73,59,12.68,MV,2022-01-30 15:22:11
298,Berlevag,70.8578,29.0864,22.8,85,95,21.54,NO,2022-01-30 15:22:11
299,Bomet,-0.7813,35.3416,66.04,62,100,2.3,KE,2022-01-30 15:22:12
300,Kendari,-3.945,122.4989,79.14,84,72,3.42,ID,2022-01-30 15:22:12
301,Kahului,20.8947,-156.47,72.84,72,0,8.05,US,2022-01-30 15:19:03
302,Kirakira,-10.4544,161.9205,80.4,85,100,5.93,SB,2022-01-30 15:22:13
303,Mkushi,-13.6202,29.3939,65.44,95,100,2.42,ZM,2022-01-30 15:22:13
304,Aranos,-24.1333,19.1167,76.21,61,98,9.64,NA,2022-01-30 15:22:14
305,Simplicio Mendes,-7.8539,-41.9103,90.07,39,96,5.41,BR,2022-01-30 15:22:14
306,Buraydah,26.326,43.975,66.65,34,44,7.43,SA,2022-01-30 15:22:15
307,Udimskiy,61.1417,45.9144,7.79,99,98,5.26,RU,2022-01-30 15:22:15
308,Sao Joao Da Barra,-21.6403,-41.0511,87.89,71,88,6.24,BR,2022-01-30 15:22:15
309,Basco,20.4487,121.9702,71.98,79,66,35.61,PH,2022-01-30 15:22:16
310,Bafoulabe,13.8065,-10.8321,101.5,7,9,7.99,ML,2022-01-30 15:22:16
311,Manaira,-7.7061,-38.1544,87.26,32,100,8.3,BR,2022-01-30 15:22:17
312,Daru,-9.0763,143.2092,76.23,87,100,6.31,PG,2022-01-30 15:22:18
313,Agadez,19.75,10.25,70.41,10,0,15.79,NE,2022-01-30 15:22:18
314,Yulara,-25.2406,130.9889,75.04,88,100,9.22,AU,2022-01-30 15:22:19
315,Ermelo,-26.5333,29.9833,66.85,77,100,6.91,ZA,2022-01-30 15:22:19
316,Aripuana,-9.1667,-60.6333,72.66,98,100,3.09,BR,2022-01-30 15:20:02
317,Krasnozerskoye,53.9828,79.2374,14.79,96,71,9.55,RU,2022-01-30 15:22:20
318,Port Moresby,-9.4431,147.1797,76.42,94,40,5.75,PG,2022-01-30 15:22:26
319,San Jose,37.3394,-121.895,50.56,64,0,0.0,US,2022-01-30 15:20:36
320,Zdvinsk,54.7021,78.661,10.33,97,63,8.41,RU,2022-01-30 15:22:27
321,Gao,16.6362,1.637,85.71,9,4,18.97,ML,2022-01-30 15:22:27
322,Techiman,7.5862,-1.9414,95.86,8,58,8.72,GH,2022-01-30 15:22:27
323,Nouadhibou,20.931,-17.0347,69.78,68,92,14.97,MR,2022-01-30 15:22:28
324,Cofradia,15.4,-88.15,68.94,97,100,2.42,HN,2022-01-30 15:22:28
325,Innisfail,-17.5333,146.0333,75.0,89,7,3.87,AU,2022-01-30 15:22:29
326,Alice Springs,-23.7,133.8833,72.95,94,75,13.8,AU,2022-01-30 15:22:29
327,Vanavara,60.34,102.2797,-13.5,100,98,1.36,RU,2022-01-30 15:22:30
328,Vyborg,60.7076,28.7528,27.73,96,100,9.46,RU,2022-01-30 15:22:30
329,Tabou,4.423,-7.3528,85.46,66,61,12.1,CI,2022-01-30 15:22:31
330,Emerald,-23.5333,148.1667,76.39,77,26,14.23,AU,2022-01-30 15:22:31
331,Yar-Sale,66.8333,70.8333,0.16,96,100,8.39,RU,2022-01-30 15:22:32
332,Boda,4.3189,17.4695,95.56,11,95,6.6,CF,2022-01-30 15:22:32
333,Iqaluit,63.7506,-68.5145,-11.47,70,100,8.05,CA,2022-01-30 15:22:33
334,Sayyan,15.1718,44.3244,62.64,32,0,4.36,YE,2022-01-30 15:22:33
335,Killybegs,54.6333,-8.45,48.45,87,99,34.58,IE,2022-01-30 15:22:34
336,Khatanga,71.9667,102.5,-12.78,97,98,8.7,RU,2022-01-30 15:22:34
337,Yongan,39.6957,113.6871,12.67,57,57,14.88,CN,2022-01-30 15:22:35
338,Kuching,1.55,110.3333,77.22,94,40,0.0,MY,2022-01-30 15:21:48
339,Ulladulla,-35.35,150.4667,72.77,93,48,3.29,AU,2022-01-30 15:22:36
340,Sao Filipe,14.8961,-24.4956,71.26,70,99,14.23,CV,2022-01-30 15:22:36
341,Padang,-0.9492,100.3543,75.25,90,100,4.03,ID,2022-01-30 15:19:13
342,Ilinskoye-Khovanskoye,56.9718,39.7684,22.33,94,100,12.62,RU,2022-01-30 15:22:37
343,Hrebinka,50.1171,32.4361,33.48,97,98,13.53,UA,2022-01-30 15:22:37
344,Belyy Yar,53.6039,91.3903,-14.91,76,100,2.24,RU,2022-01-30 15:22:38
345,Uglovskoye,51.3557,80.1942,19.38,91,90,14.0,RU,2022-01-30 15:22:38
346,Clyde River,70.4692,-68.5914,-14.57,70,100,3.44,CA,2022-01-30 15:22:38
347,Dharchula,29.85,80.5333,48.36,53,2,6.89,IN,2022-01-30 15:22:39
348,Severo-Yeniseyskiy,60.3725,93.0408,-13.16,100,90,3.8,RU,2022-01-30 15:22:40
349,Pitimbu,-7.4706,-34.8086,86.59,68,100,12.3,BR,2022-01-30 15:22:40
350,Katobu,-4.9408,122.5276,77.86,82,100,1.48,ID,2022-01-30 15:22:41
351,Tarakan,3.3,117.6333,78.3,94,20,2.3,ID,2022-01-30 15:22:42
352,Black River,18.0264,-77.8487,73.4,68,13,12.53,JM,2022-01-30 15:22:42
353,La Union,-5.4,-80.75,75.2,62,100,8.1,PE,2022-01-30 15:22:43
354,Airai,-8.9266,125.4092,62.58,88,99,3.89,TL,2022-01-30 15:22:43
355,Kidal,18.4411,1.4078,85.41,10,5,18.39,ML,2022-01-30 15:22:43
356,Mahibadhoo,3.7833,72.9667,82.51,73,100,12.68,MV,2022-01-30 15:21:15
357,Ahipara,-35.1667,173.1667,60.46,91,100,6.91,NZ,2022-01-30 15:22:44
358,Olinda,-8.0089,-34.8553,87.53,66,40,13.8,BR,2022-01-30 15:20:02
359,Bahia Honda,22.9036,-83.1592,63.46,55,98,11.95,CU,2022-01-30 15:22:45
360,Cedar City,37.6775,-113.0619,16.77,67,0,6.91,US,2022-01-30 15:22:45
361,Nome,64.5011,-165.4064,-3.84,70,0,0.0,US,2022-01-30 15:22:46
362,Kampot,10.6167,104.1833,77.05,82,7,3.76,KH,2022-01-30 15:22:46
363,Sontra,51.0667,9.9333,42.49,65,17,14.23,DE,2022-01-30 15:22:47
364,Cayenne,4.9333,-52.3333,82.44,84,100,3.0,GF,2022-01-30 15:22:52
365,Poltavka,54.3663,71.7632,15.1,95,97,7.45,RU,2022-01-30 15:22:53
366,Copiapo,-27.3667,-70.3333,69.49,50,0,6.76,CL,2022-01-30 15:22:53
367,Taoudenni,22.6783,-3.9836,85.89,10,96,16.58,ML,2022-01-30 15:21:08
368,Borba,-4.3878,-59.5939,76.75,85,100,3.91,BR,2022-01-30 15:22:54
369,Tokur,53.1333,132.9,-21.66,100,72,2.71,RU,2022-01-30 15:22:55
370,Zhanakorgan,43.9098,67.2495,25.7,76,1,8.1,KZ,2022-01-30 15:22:55
371,Plattsburgh,44.6995,-73.4529,13.41,41,0,1.01,US,2022-01-30 15:22:56
372,Orlik,52.5178,99.825,-21.03,93,22,2.77,RU,2022-01-30 15:22:56
373,Guerrero Negro,27.9769,-114.0611,58.46,74,59,8.61,MX,2022-01-30 15:22:56
374,Mossendjo,-2.9506,12.7261,79.5,79,99,3.69,CG,2022-01-30 15:22:57
375,Umea,63.8284,20.2597,22.93,80,0,5.75,SE,2022-01-30 15:22:57
376,Chandpur,29.15,78.2667,56.05,54,0,7.11,IN,2022-01-30 15:22:58
377,Katherine,-14.4667,132.2667,80.92,78,100,12.66,AU,2022-01-30 15:22:58
378,Pangody,65.85,74.4859,-5.8,96,97,8.48,RU,2022-01-30 15:22:59
379,Borzya,50.3833,116.5167,-19.25,100,46,3.02,RU,2022-01-30 15:22:59
380,Muborak,39.2553,65.1528,44.6,50,6,8.21,UZ,2022-01-30 15:23:00
381,Kalmunai,7.4167,81.8167,78.69,84,17,8.08,LK,2022-01-30 15:23:00
382,Jibuti,11.5,42.5,76.42,55,77,12.41,DJ,2022-01-30 15:23:01
383,Saint-Denis,48.9167,2.3333,51.94,64,75,1.99,FR,2022-01-30 15:23:01
384,Aklavik,68.2191,-135.0107,3.2,72,100,8.05,CA,2022-01-30 15:22:07
385,Luba,3.4568,8.5547,82.85,71,100,11.83,GQ,2022-01-30 15:18:09
386,Te Anau,-45.4167,167.7167,54.21,94,9,0.65,NZ,2022-01-30 15:23:02
387,Terme,41.2092,36.9739,46.33,76,94,4.59,TR,2022-01-30 15:23:02
388,Cardston,49.2,-113.3019,39.29,48,100,10.36,CA,2022-01-30 15:23:03
389,Manacapuru,-3.2997,-60.6206,81.18,83,100,7.47,BR,2022-01-30 15:23:03
390,Dawlatabad,36.4141,64.9053,43.25,79,78,0.6,AF,2022-01-30 15:23:04
391,Narsaq,60.9167,-46.05,7.02,62,100,9.48,GL,2022-01-30 15:23:04
392,Polson,47.6936,-114.1632,23.72,78,99,2.42,US,2022-01-30 15:21:36
393,Fjerritslev,57.0813,9.2664,40.86,64,80,21.21,DK,2022-01-30 15:23:05
394,Dhupgari,26.5858,89.0145,60.31,45,0,1.19,IN,2022-01-30 15:23:06
395,Sola,-13.8833,167.55,80.6,81,100,18.66,VU,2022-01-30 15:23:06
396,Victoria,22.2855,114.1577,61.32,70,6,1.99,HK,2022-01-30 15:20:03
397,Zavetnoye,47.1194,43.8903,27.25,93,35,9.28,RU,2022-01-30 15:23:07
398,Noumea,-22.2763,166.4572,76.98,89,100,8.86,NC,2022-01-30 15:23:07
399,Minab,27.1467,57.0801,67.5,71,0,6.15,IR,2022-01-30 15:23:08
400,Liwale,-9.7667,37.9333,75.61,92,81,3.24,TZ,2022-01-30 15:23:08
401,Dunedin,-45.8742,170.5036,61.81,88,53,8.01,NZ,2022-01-30 15:23:09
402,Tura,25.5198,90.2201,53.42,54,11,2.55,IN,2022-01-30 15:23:09
403,Shymkent,42.3,69.6,30.79,86,99,0.0,KZ,2022-01-30 15:23:10
404,Dunda,-8.1167,34.25,76.06,77,42,1.83,TZ,2022-01-30 15:23:10
405,Carutapera,-1.195,-46.02,79.77,88,90,7.2,BR,2022-01-30 15:23:11
406,Pacific Grove,36.6177,-121.9166,51.57,70,0,3.44,US,2022-01-30 15:22:21
407,Buala,-8.145,159.5921,79.93,84,94,5.59,SB,2022-01-30 15:23:04
408,Volodarka,49.5248,29.9122,34.25,89,90,16.35,UA,2022-01-30 15:23:12
409,Povenets,62.8487,34.8262,18.21,92,100,8.68,RU,2022-01-30 15:23:14
410,Clearlake,38.9582,-122.6264,42.17,64,0,2.24,US,2022-01-30 15:23:20
411,Antalaha,-14.9003,50.2788,79.61,85,92,13.29,MG,2022-01-30 15:23:20
412,Dubbo,-32.25,148.6167,69.93,94,40,8.05,AU,2022-01-30 15:23:21
413,Ponta Delgada,37.7333,-25.6667,57.92,82,75,13.8,PT,2022-01-30 15:23:21
414,Port Hardy,50.6996,-127.4199,41.76,100,100,2.3,CA,2022-01-30 15:23:22
415,Pudozh,61.8099,36.5345,18.23,90,100,7.92,RU,2022-01-30 15:23:22
416,La Orilla,17.9833,-102.2333,76.55,60,5,2.17,MX,2022-01-30 15:23:23
417,Bilibino,68.0546,166.4372,-5.82,91,100,4.9,RU,2022-01-30 15:23:23
418,Panaba,21.2833,-88.2667,68.11,55,54,8.79,MX,2022-01-30 15:23:23
419,Roebourne,-20.7833,117.1333,84.42,66,37,24.67,AU,2022-01-30 15:23:24
420,Saint-Georges,12.0564,-61.7485,82.08,78,40,13.8,GD,2022-01-30 15:23:24
421,Boa Vista,2.8197,-60.6733,89.58,40,20,16.11,BR,2022-01-30 15:23:25
422,Luderitz,-26.6481,15.1594,68.9,76,66,6.64,NA,2022-01-30 15:23:16
423,Isabela,6.7085,121.9711,77.05,83,90,2.64,PH,2022-01-30 15:19:50
424,Odweyne,9.4092,45.064,70.16,42,52,16.53,SO,2022-01-30 15:23:26
425,Qaqortoq,60.7167,-46.0333,7.3,66,100,9.84,GL,2022-01-30 15:23:26
426,Cookeville,36.1628,-85.5016,39.92,50,0,4.0,US,2022-01-30 15:18:48
427,Klaksvik,62.2266,-6.589,36.52,85,100,19.26,FO,2022-01-30 15:23:27
428,Kadaya,50.9327,119.2911,-20.52,99,12,2.8,RU,2022-01-30 15:23:27
429,Tabory,58.5198,64.5495,6.84,98,100,1.14,RU,2022-01-30 15:23:28
430,Santiago,-33.4569,-70.6483,77.18,48,0,4.61,CL,2022-01-30 15:21:53
431,Vinh Long,10.25,105.9667,75.18,85,95,5.55,VN,2022-01-30 15:23:29
432,Zhigansk,66.7697,123.3711,-32.39,100,96,4.05,RU,2022-01-30 15:23:29
433,Grenada,37.1882,-3.6067,66.56,19,0,1.14,ES,2022-01-30 15:23:30
434,Riviere-Au-Renard,48.9957,-64.3971,15.8,93,100,25.84,CA,2022-01-30 15:23:30
435,Dakar,14.6937,-17.4441,81.48,64,0,24.16,SN,2022-01-30 15:22:05
436,Lam Luk Ka,13.9323,100.7494,86.02,73,20,8.05,TH,2022-01-30 15:23:31
437,Terrace,54.5163,-128.6035,37.42,93,100,19.57,CA,2022-01-30 15:23:31
438,Neiafu,-18.65,-173.9833,80.83,77,100,8.41,TO,2022-01-30 15:23:32
439,Bata,1.8639,9.7658,84.18,67,100,13.62,GQ,2022-01-30 15:23:32
440,Sosnogorsk,63.6023,53.8817,11.98,95,100,5.95,RU,2022-01-30 15:23:33
441,Faanui,-16.4833,-151.75,80.17,72,79,6.4,PF,2022-01-30 15:23:33
442,Daura,11.5538,11.4085,84.81,10,8,15.9,NG,2022-01-30 15:23:34
443,Fonte Boa,-2.4959,-66.2662,84.16,70,83,5.66,BR,2022-01-30 15:23:34
444,Caravelas,-17.7125,-39.2481,89.22,56,80,11.72,BR,2022-01-30 15:23:35
445,Faya,18.3851,42.4509,60.91,66,8,7.23,SA,2022-01-30 15:23:35
446,Shanhetun,44.7,127.2,-7.44,100,37,3.96,CN,2022-01-30 15:23:35
447,Svetlogorsk,52.6333,29.7333,32.25,96,100,10.47,BY,2022-01-30 15:23:36
448,Inhambane,-23.865,35.3833,81.05,57,50,9.69,MZ,2022-01-30 15:23:36
449,Manicore,-5.8092,-61.3003,73.02,97,100,2.44,BR,2022-01-30 15:23:37
450,Kununurra,-15.7667,128.7333,82.38,78,75,16.11,AU,2022-01-30 15:23:15
451,Hamilton,39.1834,-84.5333,31.05,63,40,1.99,US,2022-01-30 15:21:10
452,Mumford,5.2618,-0.759,83.95,61,100,12.28,GH,2022-01-30 15:23:37
453,Pueblo Nuevo,23.3833,-105.3833,51.51,48,6,3.78,MX,2022-01-30 15:23:38
454,Portland,45.5234,-122.6762,39.79,82,100,1.01,US,2022-01-30 15:23:33
455,Moss Vale,-34.55,150.3833,65.16,98,80,3.76,AU,2022-01-30 15:23:39
456,Singaraja,-8.112,115.0882,79.54,87,100,5.06,ID,2022-01-30 15:23:39
457,Avera,33.194,-82.5271,42.71,29,0,12.08,US,2022-01-30 15:23:39
458,Yubari,43.0378,141.9578,8.31,94,100,3.69,JP,2022-01-30 15:23:45
459,Geraldton,-28.7667,114.6,73.81,83,0,18.41,AU,2022-01-30 15:23:46
460,Burnie,-41.0667,145.9167,64.92,92,37,4.88,AU,2022-01-30 15:23:46
461,Kulhudhuffushi,6.6221,73.07,81.52,76,32,12.8,MV,2022-01-30 15:23:47
462,Abu Samrah,35.3029,37.1841,48.31,64,72,6.91,SY,2022-01-30 15:23:47
463,Murygino,58.7383,49.4582,10.24,97,93,4.76,RU,2022-01-30 15:23:48
464,Nanfeng,23.7434,111.7959,52.02,71,100,4.36,CN,2022-01-30 15:23:48
465,Mulchen,-37.7167,-72.2333,69.66,47,11,8.21,CL,2022-01-30 15:23:48
466,Pemangkat,1.1667,108.9667,78.6,82,100,6.8,ID,2022-01-30 15:23:49
467,Raudeberg,61.9875,5.1352,33.87,83,100,3.0,NO,2022-01-30 15:23:49
468,Trincomalee,8.5711,81.2335,79.74,82,33,14.5,LK,2022-01-30 15:23:50
469,Slave Lake,55.2834,-114.769,21.18,93,40,2.3,CA,2022-01-30 15:23:51
470,Shenkursk,62.1091,42.896,6.37,97,84,4.76,RU,2022-01-30 15:23:51
471,Mitsamiouli,-11.3847,43.2844,88.09,51,20,5.75,KM,2022-01-30 15:23:52
472,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,82.2,83,75,4.61,BR,2022-01-30 15:23:52
473,Brigantine,39.4101,-74.3646,23.2,44,0,10.36,US,2022-01-30 15:23:53
474,Morro Bay,35.3658,-120.8499,52.34,48,0,6.87,US,2022-01-30 15:23:53
475,Geneva,41.8875,-88.3054,21.22,73,0,5.01,US,2022-01-30 15:23:53
476,Ostrzeszow,51.4264,17.9336,41.0,68,100,27.78,PL,2022-01-30 15:23:54
477,Salinopolis,-0.6136,-47.3561,78.37,86,94,7.7,BR,2022-01-30 15:23:54
478,Pahrump,36.2083,-115.9839,47.17,25,0,1.92,US,2022-01-30 15:23:55
479,Rosarno,38.4841,15.979,57.4,74,59,12.06,IT,2022-01-30 15:23:55
480,Risch,47.1405,8.441,50.85,66,75,1.14,CH,2022-01-30 15:23:56
481,Roma,43.2128,-75.4557,14.65,69,64,1.01,US,2022-01-30 15:22:03
482,Tevriz,57.509,72.4042,2.79,95,100,5.39,RU,2022-01-30 15:23:56
483,Stykkisholmur,65.0757,-22.7297,25.7,79,99,34.69,IS,2022-01-30 15:23:57
484,Archidona,37.0965,-4.3887,66.02,24,1,4.41,ES,2022-01-30 15:23:57
485,Lircay,-12.9896,-74.7205,50.54,51,71,3.74,PE,2022-01-30 15:23:58
486,Manthani,18.65,79.6667,70.34,22,0,1.86,IN,2022-01-30 15:23:58
487,Adrar,20.5022,-10.0711,86.23,9,100,19.39,MR,2022-01-30 15:23:59
488,Cesme,38.3228,26.3064,53.31,58,20,8.05,TR,2022-01-30 15:23:59
489,Tak Bai,6.2595,102.0546,78.78,78,6,4.7,TH,2022-01-30 15:24:00
490,Belmonte,-15.8631,-38.8828,88.3,65,89,12.55,BR,2022-01-30 15:23:55
491,Eureka,40.8021,-124.1637,44.92,93,82,5.01,US,2022-01-30 15:24:01
492,Lake Havasu City,34.4839,-114.3224,52.23,19,0,0.0,US,2022-01-30 15:24:01
493,Tonj,7.2737,28.6822,92.55,11,82,6.46,SS,2022-01-30 15:24:02
494,Erzin,36.9559,36.2,48.72,79,61,7.07,TR,2022-01-30 15:24:02
495,Barabai,-2.5833,115.3833,76.23,81,100,2.04,ID,2022-01-30 15:24:03
496,Sapozhok,53.9419,40.6806,26.96,91,100,13.58,RU,2022-01-30 15:24:03
497,Racine,42.7495,-88.0751,21.42,80,92,3.0,US,2022-01-30 15:24:04
498,Taitung,22.7583,121.1444,61.84,87,100,17.31,TW,2022-01-30 15:24:04
499,Richards Bay,-28.783,32.0377,79.84,64,33,11.95,ZA,2022-01-30 15:24:05
500,Funtua,11.5233,7.3081,81.66,8,66,17.58,NG,2022-01-30 15:24:05
501,Soc Trang,9.6033,105.98,75.16,87,26,4.27,VN,2022-01-30 15:24:11
502,Manchenky,49.9798,35.8583,31.3,95,100,16.53,UA,2022-01-30 15:24:11
503,Rio Gallegos,-51.6226,-69.2181,53.65,47,40,31.07,AR,2022-01-30 15:24:12
504,Muros,42.7762,-9.0603,67.68,45,0,6.13,ES,2022-01-30 15:24:12
505,Valdivia,-39.8142,-73.2459,64.49,58,27,3.56,CL,2022-01-30 15:24:13
506,Flin Flon,54.7682,-101.865,4.84,78,100,3.44,CA,2022-01-30 15:23:08
507,Whitehorse,60.7161,-135.0538,11.17,73,100,10.0,CA,2022-01-30 15:24:13
508,Ambon,-3.6954,128.1814,82.54,74,40,4.61,ID,2022-01-30 15:24:14
509,Ciudad Bolivar,8.1222,-63.5497,86.0,38,17,8.84,VE,2022-01-30 15:24:14
510,Norman Wells,65.282,-126.8329,-30.96,68,40,0.0,CA,2022-01-30 15:24:15
511,Sol-Iletsk,51.1631,54.9918,30.22,97,100,18.39,RU,2022-01-30 15:24:15
512,Bayan,46.0833,127.4,-9.38,100,27,4.52,CN,2022-01-30 15:24:16
513,Murgab,37.4966,61.9714,44.47,61,1,4.61,TM,2022-01-30 15:24:16
514,Labuhan,-6.8844,112.2051,77.04,92,100,6.04,ID,2022-01-30 15:23:49
515,Cap Malheureux,-19.9842,57.6142,82.89,72,14,8.01,MU,2022-01-30 15:24:17
516,Tabanan,-8.5413,115.1252,81.0,88,100,4.61,ID,2022-01-30 15:24:18
517,Balabac,7.9868,117.0645,81.18,74,8,2.48,PH,2022-01-30 15:24:18
518,Touho,-20.7833,165.2333,79.81,83,99,5.28,NC,2022-01-30 15:24:19
519,Vrangel,42.7297,133.0839,17.76,61,5,11.99,RU,2022-01-30 15:24:19
520,Vigeland,58.0844,7.305,40.95,57,100,14.76,NO,2022-01-30 15:24:23
521,Lingdong,46.5669,131.1453,-5.87,97,65,4.45,CN,2022-01-30 15:24:23
522,Magalia,39.8121,-121.5783,36.16,57,3,6.51,US,2022-01-30 15:24:24
523,Chapais,49.7834,-74.8492,-16.82,94,97,5.75,CA,2022-01-30 15:24:24
524,Samaipata,-18.15,-63.8667,73.74,37,12,3.06,BO,2022-01-30 15:24:25
525,Artyom,40.4723,50.333,44.74,59,100,17.47,AZ,2022-01-30 15:24:25
526,Porto Novo,6.4965,2.6036,93.02,19,86,11.97,BJ,2022-01-30 15:20:00
527,Mayna,54.1135,47.6231,21.92,90,89,5.19,RU,2022-01-30 15:24:26
528,Pacatuba,-3.9842,-38.6203,87.17,72,96,6.76,BR,2022-01-30 15:24:26
529,Aden,12.7794,45.0367,78.08,64,85,10.89,YE,2022-01-30 15:24:26
530,Awbari,26.5921,12.7805,58.23,28,0,13.85,LY,2022-01-30 15:24:27
531,Hearst,49.6835,-83.6665,-5.85,98,100,5.84,CA,2022-01-30 15:24:27
532,Ahuimanu,21.4447,-157.8378,73.11,72,20,1.99,US,2022-01-30 15:24:28
533,Granadilla De Abona,28.1188,-16.576,63.39,52,6,12.66,ES,2022-01-30 15:24:28
534,Shache,38.4167,77.2406,28.45,39,38,3.18,CN,2022-01-30 15:24:29
535,Gushikawa,26.3544,127.8686,60.03,67,100,17.27,JP,2022-01-30 15:24:29
536,Waitara,-38.925,174.25,64.22,86,10,5.14,NZ,2022-01-30 15:24:30
537,Rovaniemi,66.5,25.7167,6.21,85,100,9.22,FI,2022-01-30 15:24:31
538,Cuiluan,47.72,128.648,-8.25,100,54,3.24,CN,2022-01-30 15:24:31
539,Ipixuna,-1.7625,-48.8043,84.15,81,100,3.67,BR,2022-01-30 15:24:31
540,Kenitra,34.261,-6.5802,77.72,41,1,3.94,MA,2022-01-30 15:24:32
541,Yaan,7.3833,8.5667,94.84,8,84,11.05,NG,2022-01-30 15:23:44
542,Aras,42.5617,-2.356,55.83,43,0,6.6,ES,2022-01-30 15:24:33
543,Dingle,10.9995,122.6711,77.0,89,84,0.83,PH,2022-01-30 15:22:50
544,Srednekolymsk,67.45,153.6833,-24.65,100,100,3.91,RU,2022-01-30 15:24:33
545,Cootamundra,-34.65,148.0333,69.44,87,16,10.11,AU,2022-01-30 15:24:39
546,Muroto,33.2833,134.15,47.71,59,34,8.9,JP,2022-01-30 15:24:40
547,Boromlya,50.6184,34.9704,28.56,96,100,16.44,UA,2022-01-30 15:24:41
548,Beringovskiy,63.05,179.3167,-13.31,99,73,6.46,RU,2022-01-30 15:22:36
549,Peno,56.9262,32.7426,25.39,93,100,9.71,RU,2022-01-30 15:24:44
550,Iranshahr,27.2025,60.6848,68.34,34,0,4.61,IR,2022-01-30 15:24:45
551,Nuuk,64.1835,-51.7216,16.41,62,75,16.11,GL,2022-01-30 15:24:45
552,Sao Jose Da Coroa Grande,-8.8978,-35.1478,84.16,68,77,12.1,BR,2022-01-30 15:24:46
