City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
468,Agogo,GH,6.8,-1.0819,91.81,25,34,6.38,scattered clouds
469,Dong Hoi,VN,17.4833,106.6,65.62,87,97,0.89,overcast clouds
470,Alofi,NU,-19.0595,-169.9187,73.29,100,100,2.3,overcast clouds
471,Scarborough,GB,54.2797,-0.4044,40.51,81,96,4.0,overcast clouds
472,Dalby,AU,-27.1833,151.2667,57.97,85,0,10.09,clear sky
473,Sioux Lookout,CA,50.1001,-91.917,3.27,72,40,3.44,scattered clouds
474,Kassala,SD,15.451,36.4,77.07,22,0,12.5,clear sky
475,Gizo,SB,-8.103,156.8419,82.94,78,96,13.2,light rain
476,Saint-Leu,RE,-21.15,55.2833,79.66,77,100,2.73,overcast clouds
477,Ghogha,IN,21.6833,72.2833,72.43,49,14,9.98,few clouds
478,Russell,US,32.3502,-85.1999,50.97,53,11,8.43,few clouds
479,Itarema,BR,-2.9248,-39.9167,86.77,60,29,14.03,scattered clouds
480,Jiaohe,CN,43.7286,127.3447,-9.74,98,38,1.41,scattered clouds
481,Conway,US,35.0887,-92.4421,41.7,68,0,3.0,clear sky
482,Lata,PT,40.1629,-8.3327,62.35,39,56,6.06,broken clouds
483,Elizabeth City,US,36.2946,-76.2511,41.05,76,21,1.01,few clouds
484,Canoa,DO,18.355,-71.1585,83.91,58,20,9.22,few clouds
485,Malanje,AO,-9.5402,16.341,71.6,67,71,5.06,broken clouds
486,Dindori,IN,22.95,81.0833,56.62,25,1,3.18,clear sky
487,Arlit,NE,18.7369,7.3853,77.61,6,0,8.43,clear sky
488,Reinosa,ES,42.9996,-4.138,44.2,73,100,4.54,overcast clouds
489,Hasaki,JP,35.7333,140.8333,23.4,39,0,24.81,clear sky
490,Geraldton,AU,-28.7667,114.6,70.21,52,75,12.66,broken clouds
491,Staroye Drozhzhanoye,RU,54.7266,47.5677,7.5,97,100,4.12,overcast clouds
492,Tarko-Sale,RU,64.9225,77.785,-22.7,100,52,5.26,broken clouds
493,Hamilton,US,39.1834,-84.5333,36.21,67,0,1.01,light rain
494,Katobu,ID,-4.9408,122.5276,75.81,93,28,2.73,scattered clouds
495,Tsagan Aman,RU,47.5639,46.7218,27.68,81,91,3.0,overcast clouds
496,Mwinilunga,ZM,-11.7358,24.4293,64.9,87,95,4.12,light rain
497,Birao,CF,10.2849,22.7882,76.01,12,58,7.9,broken clouds
498,Urumqi,CN,43.801,87.6005,0.55,85,6,2.24,mist
499,Khambhaliya,IN,22.2072,69.6683,66.56,66,13,8.48,few clouds
500,Caravelas,BR,-17.7125,-39.2481,86.36,56,0,10.92,clear sky
501,Tonj,SS,7.2737,28.6822,80.1,13,55,5.1,broken clouds
502,Liverpool,GB,53.4106,-2.9779,46.35,74,40,18.01,scattered clouds
503,Fortuna,US,40.5982,-124.1573,41.92,93,0,8.05,clear sky
504,Caska,MK,41.6506,21.6622,41.52,84,5,3.04,clear sky
505,Celestun,MX,20.8667,-90.4,73.99,79,69,13.06,broken clouds
506,Esna,EG,25.2934,32.554,66.22,25,0,5.99,clear sky
507,Metz,FR,49.1191,6.1727,48.83,90,100,33.38,light rain
508,Gandorhun,SL,7.5,-11.8333,92.05,42,4,10.94,clear sky
509,Muros,ES,42.7762,-9.0603,59.09,57,65,11.41,broken clouds
510,Superior,US,46.7208,-92.1041,17.42,69,100,9.22,light snow
511,Bibiani,GH,6.4635,-2.3194,95.02,28,44,5.68,scattered clouds
512,Lagoa,PT,39.05,-27.9833,60.57,82,2,11.07,clear sky
513,Clevelandia,BR,-26.3958,-52.4708,80.2,38,35,9.46,scattered clouds
514,Batagay-Alyta,RU,67.8006,130.4114,-26.03,99,100,2.95,overcast clouds
515,Argelia,CO,2.2556,-77.2488,71.64,90,86,0.87,light rain
516,Olafsvik,IS,64.8945,-23.7142,28.58,71,83,16.11,broken clouds
517,Sunbury,AU,-37.5833,144.7333,60.94,88,0,4.61,clear sky
518,Lesnoy,RU,57.6198,63.0784,12.43,93,100,6.55,overcast clouds
519,Birigui,BR,-21.2886,-50.34,85.14,63,63,7.63,broken clouds
520,Najran,SA,17.4924,44.1277,63.25,34,4,7.4,clear sky
521,Moyale,KE,3.5167,39.0584,77.54,18,98,6.55,overcast clouds
522,Vila,PT,42.0304,-8.1588,50.32,62,49,4.54,scattered clouds
523,Inta,RU,66.0317,60.1659,-8.48,95,89,5.46,overcast clouds
524,Lukulu,ZM,-14.3707,23.242,67.84,90,79,3.74,light rain
525,San Quintin,MX,30.4833,-115.95,60.62,32,1,0.58,clear sky
526,Luderitz,NA,-26.6481,15.1594,69.33,76,22,9.37,few clouds
527,Saint Anthony,US,45.0205,-93.218,23.67,84,100,5.01,mist
528,Dingle,PH,10.9995,122.6711,74.84,88,49,8.12,scattered clouds
529,Yabrud,SY,33.9674,36.6574,42.46,77,41,1.3,scattered clouds
530,Mailsi,PK,29.8003,72.1758,60.6,38,0,6.85,clear sky
531,Luau,AO,-10.7073,22.2247,67.75,83,84,5.1,broken clouds
532,Cradock,ZA,-32.1642,25.6192,77.29,47,92,1.99,overcast clouds
533,Bollnas,SE,61.3482,16.3946,29.39,86,10,7.67,clear sky
534,Huarmey,PE,-10.0681,-78.1522,75.27,71,69,10.51,broken clouds
535,Jadu,LY,31.953,12.0261,58.03,23,99,4.85,overcast clouds
536,Port Macquarie,AU,-31.4333,152.9167,62.56,78,83,12.12,broken clouds
537,Ust-Kulom,RU,61.6864,53.6902,18.84,91,100,8.9,overcast clouds
538,Fairbanks,US,64.8378,-147.7164,-0.69,78,100,4.61,overcast clouds
539,Grindavik,IS,63.8424,-22.4338,28.87,74,75,13.8,broken clouds
540,Plouzane,FR,48.3833,-4.6167,52.12,96,100,23.02,light intensity drizzle
541,Jumla,NP,29.2747,82.1838,33.89,66,34,5.41,scattered clouds
542,Cotonou,BJ,6.3654,2.4183,87.78,70,20,10.36,haze
543,Labuhan,ID,-6.8844,112.2051,78.4,90,100,7.56,overcast clouds
544,Marsh Harbour,BS,26.5412,-77.0636,74.82,72,97,12.06,overcast clouds
545,Estepa,ES,37.2926,-4.879,61.02,62,10,8.63,clear sky
546,Port Augusta,AU,-32.5,137.7667,75.34,28,54,8.88,broken clouds
547,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,59,75,17.9,light shower snow
548,Wanning,CN,18.8003,110.3967,69.82,89,99,7.34,overcast clouds
549,Dalvik,IS,65.9702,-18.5286,26.53,92,98,4.27,light snow
550,Maraa,BR,-1.8333,-65.3667,81.52,73,100,5.64,overcast clouds
551,Tallmadge,US,41.1015,-81.4418,31.37,66,10,3.0,clear sky
552,Muroto,JP,33.2833,134.15,40.17,54,4,12.82,clear sky
553,Bridgetown,BB,13.1,-59.6167,84.69,61,40,17.27,scattered clouds
554,Kurkino,RU,53.4257,38.6582,22.89,97,83,8.43,broken clouds
555,Zambezi,ZM,-13.5432,23.1047,66.87,93,91,2.8,light rain
556,Douentza,ML,14.9951,-2.9517,87.08,7,0,6.51,clear sky
557,Shubarkuduk,KZ,49.1447,56.4872,16.48,97,100,8.59,overcast clouds
558,Mehamn,NO,71.0357,27.8492,30.38,87,39,17.07,scattered clouds
559,Sampues,CO,9.1836,-75.3817,86.09,50,3,5.95,clear sky
560,Negombo,LK,7.2083,79.8358,80.65,54,0,8.05,clear sky
561,Yenangyaung,MM,20.4667,94.8833,65.52,39,94,3.76,overcast clouds
562,Qaqortoq,GL,60.7167,-46.0333,9.88,59,100,6.53,overcast clouds
563,Nakano,JP,36.75,138.3667,28.98,97,95,1.36,light snow
564,Zhigansk,RU,66.7697,123.3711,-27.92,99,99,6.53,overcast clouds
565,Karratha,AU,-20.7377,116.8463,84.25,79,37,1.9,scattered clouds
566,Cepu,ID,-7.1475,111.5906,74.91,98,100,2.04,overcast clouds
567,Liepaja,LV,56.5419,21.0367,39.25,100,100,12.66,overcast clouds
568,Ylivieska,FI,64.0833,24.55,31.32,95,100,11.18,light snow
569,Bexhill,AU,-28.7667,153.35,67.59,92,95,3.0,overcast clouds
570,Naze,JP,28.3667,129.4833,51.71,65,100,11.3,overcast clouds
571,Mwanza,TZ,-2.5167,32.9,77.05,69,20,8.05,few clouds
572,Aloja,LV,57.7669,24.8825,33.96,98,100,11.59,snow
573,Saint-Georges,GD,12.0564,-61.7485,85.68,66,75,20.71,broken clouds
574,Jieshi,CN,22.8134,115.8257,59.95,82,100,19.37,overcast clouds
575,Gidole,ET,5.65,37.3667,68.7,27,100,1.23,overcast clouds
576,Basoko,CD,1.2391,23.616,84.87,40,72,1.95,broken clouds
577,Mansa,IN,29.9833,75.3833,54.34,66,79,7.9,broken clouds
578,Burla,IN,21.5,83.8667,63.64,32,15,1.9,few clouds
579,Iralaya,HN,15.0,-83.2333,84.29,59,3,10.67,clear sky
580,La Ciotat,FR,43.1748,5.6045,56.17,50,63,21.74,broken clouds
581,Noumea,NC,-22.2763,166.4572,75.18,90,100,3.24,overcast clouds
582,Tilichiki,RU,60.4667,166.1,-13.65,86,62,9.66,broken clouds
583,Yenagoa,NG,4.9247,6.2642,89.37,46,2,12.19,clear sky
584,Nokaneng,BW,-19.6667,22.2667,80.01,43,96,9.84,overcast clouds
585,Agirish,RU,61.9247,63.0231,3.76,97,97,6.49,overcast clouds
586,Monrovia,LR,6.3005,-10.7969,87.57,69,41,13.15,scattered clouds
587,Lehigh Acres,US,26.6254,-81.6248,75.24,71,50,1.99,scattered clouds
588,Jimenez,MX,28.3333,-105.4,53.33,29,0,0.72,clear sky
589,Qui Nhon,VN,13.7667,109.2333,71.15,91,100,7.76,overcast clouds
590,Pandharpur,IN,17.6667,75.3333,77.65,25,53,8.19,broken clouds
591,Zhezkazgan,KZ,47.8043,67.7144,27.21,97,100,14.38,snow
592,Flin Flon,CA,54.7682,-101.865,-14.96,70,75,3.44,broken clouds
593,Buarcos,PT,40.166,-8.8768,64.09,57,56,13.15,broken clouds
594,Gazanjyk,TM,39.2446,55.5154,41.07,60,48,5.53,scattered clouds
595,Kushima,JP,31.4583,131.2333,35.11,66,31,7.16,scattered clouds
596,Perth,AU,-31.9333,115.8333,66.2,61,40,18.41,scattered clouds
597,Florianopolis,BR,-27.6146,-48.5012,88.25,69,40,14.97,scattered clouds
598,Ulaanbaatar,MN,47.9077,106.8832,-16.47,69,0,0.0,clear sky
599,Sangar,RU,63.9242,127.4739,-34.76,97,93,4.36,overcast clouds
600,Lima,PE,-12.0432,-77.0282,77.9,65,0,5.99,clear sky
601,Huanren,CN,41.2647,125.3667,5.11,94,6,1.48,clear sky
602,Sabha,LY,27.0377,14.4283,62.91,17,27,7.94,scattered clouds
603,Elliot,ZA,-31.3333,27.85,63.73,80,53,5.28,light rain
604,Kuito,AO,-12.3833,16.9333,64.47,60,91,8.21,overcast clouds
605,Raychikhinsk,RU,49.7838,129.4121,-18.26,100,94,1.86,overcast clouds
606,Havre-Saint-Pierre,CA,50.2334,-63.5986,3.79,46,0,14.97,clear sky
607,Kumbo,CM,6.2,10.6667,73.9,22,8,3.29,clear sky
608,Healdsburg,US,38.6105,-122.8692,58.24,44,0,2.44,clear sky
609,Turinsk,RU,58.0458,63.696,12.65,93,100,6.6,overcast clouds
610,Muravlenko,RU,63.7898,74.523,-16.67,100,70,6.93,broken clouds
611,Leh,IN,34.1667,77.5833,11.59,86,85,3.02,overcast clouds
612,Omsukchan,RU,62.5333,155.8,-16.69,65,0,2.57,clear sky
613,Oriximina,BR,-1.7656,-55.8661,83.95,74,85,2.42,moderate rain
614,Nongstoin,IN,25.5167,91.2667,41.31,93,8,3.65,clear sky
615,Willmar,US,45.1219,-95.0433,13.68,72,100,21.85,haze
616,Dar Es Salaam,TZ,-6.8235,39.2695,84.13,83,75,11.5,broken clouds
617,Devonport,AU,-41.1667,146.35,61.02,90,26,6.22,scattered clouds
618,Nicoya,CR,10.1483,-85.452,85.55,36,5,11.95,clear sky
619,Teruel,ES,40.6667,-0.6667,46.36,45,42,5.39,scattered clouds
620,Turbat,PK,26.0023,63.044,70.54,79,7,7.09,light rain
621,Komsomolskiy,UZ,40.4272,71.7189,41.72,81,75,11.5,broken clouds
622,Muisne,EC,0.6,-80.0333,75.31,75,49,8.23,light rain
623,Gondanglegi,ID,-7.7479,112.0132,74.53,97,100,2.46,overcast clouds
624,Griffith,US,41.5284,-87.4237,31.95,70,0,5.99,clear sky
625,Besikduzu,TR,41.052,39.2284,44.49,92,100,8.23,overcast clouds
626,Methuen,US,42.7262,-71.1909,26.87,59,8,1.01,clear sky
627,Alexandria,EG,31.2156,29.9553,63.14,63,0,6.91,clear sky
628,Tavagnacco,IT,46.1272,13.2132,45.21,90,99,1.01,overcast clouds
629,Pemangkat,ID,1.1667,108.9667,78.33,88,97,5.84,overcast clouds
630,Tadine,NC,-21.55,167.8833,79.12,85,71,6.22,broken clouds
631,Taltal,CL,-25.4,-70.4833,71.47,67,6,6.82,clear sky
632,Nueva Loja,EC,0.0847,-76.8828,80.62,74,75,4.61,broken clouds
633,Dubti,ET,11.7361,41.0853,80.82,48,34,16.64,scattered clouds
634,Beringovskiy,RU,63.05,179.3167,-17.1,98,18,8.97,few clouds
635,Bintulu,MY,3.1667,113.0333,75.61,94,40,3.0,moderate rain
636,Jibuti,DJ,11.5,42.5,78.76,48,93,5.88,overcast clouds
637,Lubbock,US,33.6001,-101.8338,46.38,42,13,7.0,few clouds
638,Brenham,US,30.1669,-96.3977,52.43,61,0,4.61,clear sky
639,Leshukonskoye,RU,64.8989,45.7622,15.13,92,100,9.08,overcast clouds
640,La Asuncion,VE,11.0333,-63.8628,89.33,58,77,16.11,broken clouds
641,Vereeniging,ZA,-26.6731,27.9261,74.84,59,90,4.76,overcast clouds
642,Eirunepe,BR,-6.6603,-69.8736,80.73,84,100,1.48,overcast clouds
643,Tual,ID,-5.6667,132.75,82.85,76,100,6.73,overcast clouds
644,Cairns,AU,-16.9167,145.7667,75.07,95,40,6.91,scattered clouds
645,Tahoua,NE,14.8888,5.2692,82.38,7,0,10.36,dust
646,Alcudia,ES,39.8532,3.1214,58.17,81,44,4.09,scattered clouds
647,Houma,US,29.5958,-90.7195,51.01,53,0,4.0,clear sky
648,Channel-Port Aux Basques,CA,47.5702,-59.1367,17.71,67,99,21.5,overcast clouds
649,Evensk,RU,61.95,159.2333,4.24,61,0,10.87,clear sky
650,Paka,MY,4.6374,103.4368,78.73,94,100,4.61,overcast clouds
651,Fort-Shevchenko,KZ,44.5086,50.263,35.56,62,85,13.47,overcast clouds
652,Cleethorpes,GB,53.5605,-0.0323,42.98,65,88,26.8,overcast clouds
653,Monroe,US,43.1501,-77.6831,32.23,54,58,7.0,broken clouds
654,Ahuimanu,US,21.4447,-157.8378,73.45,85,45,1.01,scattered clouds
655,Ilulissat,GL,69.2167,-51.1,-1.59,89,100,5.75,overcast clouds
656,Kruisfontein,ZA,-34.0033,24.7314,77.88,67,64,10.22,broken clouds
657,Itacare,BR,-14.2775,-38.9967,84.09,67,87,8.25,overcast clouds
658,Kununurra,AU,-15.7667,128.7333,75.18,94,75,1.14,broken clouds
659,Iskateley,RU,67.6803,53.1512,9.48,84,85,17.16,overcast clouds
660,Olinda,BR,-8.0089,-34.8553,85.73,58,20,9.22,few clouds
661,Walvis Bay,NA,-22.9575,14.5053,77.95,61,37,13.8,scattered clouds
662,Tura,IN,25.5198,90.2201,53.37,78,25,3.31,scattered clouds
663,Hambantota,LK,6.1241,81.1185,76.32,74,99,12.8,overcast clouds
664,Tuy Hoa,VN,13.0833,109.3,72.37,92,100,5.12,overcast clouds
665,Hidalgotitlan,MX,17.7833,-94.6333,64.33,77,97,3.94,overcast clouds
666,Kiunga,PG,-6.1219,141.2906,72.59,100,100,2.01,moderate rain
667,Salina Cruz,MX,16.1667,-95.2,80.58,48,5,22.91,clear sky
668,Udhampur,IN,32.9333,75.1333,51.53,71,93,3.44,overcast clouds
669,Nantucket,US,41.2835,-70.0995,32.09,70,98,6.2,overcast clouds
670,Aasiaat,GL,68.7098,-52.8699,-4.68,96,100,3.8,overcast clouds
671,Znamenskoye,RU,57.1281,73.8282,5.18,97,100,3.24,overcast clouds
672,Chicama,PE,-7.8447,-79.1469,68.54,61,99,10.11,overcast clouds
673,Xianyang,CN,34.3378,108.7026,33.04,93,100,4.47,mist
674,Gubkinskiy,RU,64.434,76.5026,-21.95,100,59,4.99,broken clouds
675,Miyako,JP,39.6367,141.9525,25.59,60,20,9.93,few clouds
676,Harper,LR,4.375,-7.7169,82.9,69,84,10.49,broken clouds
677,Puerto Quijarro,BO,-17.7833,-57.7667,92.73,45,100,5.03,overcast clouds
678,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,85.84,56,85,11.43,overcast clouds
679,Flinders,AU,-34.5833,150.8552,65.8,86,64,7.0,light rain
680,Gornopravdinsk,RU,60.05,69.9,13.84,94,99,7.43,overcast clouds
681,Adelanto,US,34.5828,-117.4092,63.59,19,0,1.66,clear sky
682,Taoudenni,ML,22.6783,-3.9836,81.27,7,100,8.01,overcast clouds
683,Pontiac,US,42.6389,-83.2911,29.71,67,0,11.5,clear sky
684,Hongjiang,CN,27.11,109.9956,35.83,99,100,5.23,moderate rain
685,Nanchong,CN,30.7951,106.0847,40.08,92,100,2.21,light rain
686,Okhotsk,RU,59.3833,143.3,-2.61,68,16,14.09,few clouds
687,Obo,CF,5.3998,26.4869,78.71,18,92,4.76,overcast clouds
688,Novyy Urengoy,RU,66.0833,76.6333,-20.96,100,63,3.51,broken clouds
689,Safaga,EG,26.7292,33.9365,64.35,50,0,14.56,clear sky
690,Zafarabad,IN,25.7,82.7333,57.22,68,0,4.61,clear sky
691,Buchanan,LR,5.8808,-10.0467,87.76,69,64,12.01,broken clouds
692,Kemijarvi,FI,66.7131,27.4306,19.96,87,100,11.01,overcast clouds
693,Vostok,RU,46.4856,135.8833,-11.65,99,81,4.43,broken clouds
694,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,81.28,70,100,6.06,light rain
695,Saint-Pierre,RE,-21.3393,55.4781,80.28,78,0,5.75,clear sky
696,Aneho,TG,6.2333,1.6,83.28,66,57,12.15,broken clouds
697,Gladstone,AU,-23.85,151.25,71.53,64,16,10.36,few clouds
698,Shaunavon,CA,49.6501,-108.4181,20.98,71,62,12.48,broken clouds
699,Maryborough,AU,-25.5333,152.7,64.33,91,39,8.05,scattered clouds
700,Puerto Escondido,MX,15.85,-97.0667,83.75,47,3,5.19,clear sky
701,Mvuma,ZW,-19.2792,30.5283,63.39,73,45,6.55,scattered clouds
